467,70.0,62,1,0,1,2102,2,6990,015,01,3,00590,00600,1,21,2,1,1
490,19.0,64,2,0,1,0,2,8090,015,01,1,00590,00500,1,18,0,2,1
1225,70.0,32,5,0,4,5301,2,9680,015,01,1,00100,00100,1,21,2,1,1
1225,18.0,30,1,0,1,0,2,8680,020,01,1,00100,00100,1,16,0,2,1
1438,45.0,55,1,0,1,0,2,6170,030,01,1,00100,00100,1,16,0,1,1
1438,46.0,57,4,0,1,0,2,9380,025,01,1,00100,00100,1,16,0,2,1
2536,65.0,41,1,0,1,6107,2,8190,0,11,1,00590,00500,1,21,1,2,1
2536,62.0,44,3,0,1,4101,2,8570,010,01,1,00590,00500,1,21,2,1,1
2715,10.5,22,1,0,1,0,2,6990,010,01,5,00300,00300,1,19,0,2,1
2892,25.0,52,1,0,1,0,2,8190,005,01,1,00200,00200,1,20,0,2,1
2892,16.0,18,1,0,1,0,2,4970,005,01,5,00200,00200,1,14,0,1,1
3672,130.0,46,7,0,1,2408,2,6970,015,01,1,00590,00500,1,21,2,1,1
3672,44.0,54,1,0,1,6203,2,7390,015,01,1,00590,00500,1,21,2,2,1
3679,16.0,23,1,0,1,5507,2,7990,015,01,1,00400,00400,1,21,2,2,3
3761,20.3,19,1,0,1,0,2,4470,010,01,5,00400,00400,1,19,0,1,1
3761,15.0,26,1,0,1,0,2,5390,010,01,5,00400,00400,1,19,0,1,3
3761,19.1,19,1,0,1,0,2,8680,045,10,5,00400,00400,1,16,0,1,3
4767,58.0,57,1,0,1,0,2,3080,015,01,3,00100,00100,1,19,0,1,1
5363,12.0,64,1,0,1,0,2,0570,030,01,1,00300,00300,1,19,0,1,1
7940,41.0,65,2,0,1,6200,2,7780,005,01,1,00590,00500,1,21,2,2,1
8271,25.4,63,2,0,1,6200,2,7970,025,01,5,00300,00300,1,21,2,2,1
8625,22.4,33,3,0,1,6402,2,7860,020,01,5,00100,00100,1,21,2,2,1
8739,26.5,55,1,0,1,0,2,8190,015,01,1,00100,00100,1,16,0,2,1
9251,17.1,40,5,0,6,0,2,9470,0,0,5,0,00600,3,20,0,1,1
10098,20.0,20,5,0,4,0,2,9680,005,01,5,00100,00100,1,16,0,1,1
10412,38.0,26,4,0,1,0,2,9470,005,01,1,00200,00300,1,19,0,2,1
10978,40.0,30,1,0,1,5601,2,0770,035,01,1,00590,00500,1,21,2,1,1
10978,36.7,29,3,0,1,2300,2,7860,035,01,1,00590,00500,1,21,2,2,1
11735,20.0,57,1,0,1,0,2,0180,020,01,1,00100,00100,1,16,0,1,1
12045,34.0,49,1,0,1,0,2,4870,015,01,1,00590,00500,1,20,0,1,1
12719,17.4,56,6,0,1,0,2,9290,0,11,1,00590,00600,1,16,0,2,1
12719,39.1,61,1,0,1,0,2,4870,015,01,1,00590,00600,1,19,0,1,1
12794,52.0,58,3,0,1,0,2,8190,030,01,3,00200,00200,3,19,0,2,1
13678,34.0,57,3,0,1,0,2,9380,010,01,1,00400,00400,1,16,0,2,1
16447,34.4,62,1,0,6,0,2,1880,0,0,3,0,00300,1,16,0,1,3
17712,70.0,43,1,0,1,6203,2,6170,020,01,1,00590,00600,1,21,2,1,1
17989,50.0,47,1,0,1,2403,2,0770,045,01,1,00590,00500,1,21,2,1,1
17989,120.0,52,1,0,1,5200,2,6990,045,01,1,00590,00500,1,21,2,2,1
18650,44.2,53,1,0,1,0,2,6990,0,11,1,00400,00400,1,16,0,1,1
19711,20.0,58,1,0,1,0,2,3390,015,01,5,00590,00600,1,16,0,1,1
21182,12.0,60,7,0,1,0,2,0170,0,11,1,00300,00300,1,16,0,1,1
21259,33.7,66,1,0,1,0,2,3570,140,01,1,00400,00400,1,19,0,1,1
21259,22.4,63,2,0,1,0,2,8290,015,01,1,00400,00400,9,19,0,2,1
22810,70.0,53,3,0,1,2503,2,9370,015,01,3,00590,00600,1,21,1,2,1
23402,81.0,50,5,0,1,0,2,8190,045,01,1,00200,00200,3,19,0,2,1
23781,30.0,52,1,0,1,0,2,2570,015,01,4,00590,00600,1,15,0,1,4
24936,27.0,34,1,0,1,0,2,2870,060,01,1,00300,00300,1,16,0,2,1
24936,35.0,46,1,0,1,0,2,2880,030,01,1,00300,00300,1,18,0,1,1
25653,80.0,53,5,0,1,0,2,6890,005,01,1,00300,00300,1,18,0,2,1
25653,15.0,53,4,0,1,0,2,0770,007,01,1,00300,00300,1,16,0,1,1
26009,40.0,38,1,0,1,0,2,8770,035,01,1,00200,00500,1,16,0,1,1
26009,30.0,39,1,0,1,0,2,5090,035,01,1,00200,00500,1,16,0,2,1
28455,32.0,57,1,0,1,0,2,9080,0,11,5,00300,00300,1,20,0,1,1
28834,24.0,23,2,0,1,0,2,6990,010,01,1,00200,00200,1,19,0,2,3
28834,30.0,26,1,0,1,0,2,0770,005,01,1,00200,00200,1,20,0,1,2
29883,54.0,47,5,0,1,0,2,6370,020,01,1,00300,00300,1,20,0,1,1
30026,43.4,58,5,0,1,0,2,6370,010,01,1,00400,00400,1,19,0,1,1
30026,12.0,59,2,0,1,0,2,7860,010,01,1,00400,00400,1,16,0,2,1
30026,26.0,25,1,0,1,0,2,3190,015,01,5,00400,00400,1,20,0,1,1
30255,18.9,68,3,0,1,0,2,9370,010,01,1,02100,00400,3,16,0,1,1
31594,24.0,71,1,0,1,0,2,5090,010,01,2,00590,00600,1,19,0,2,1
31683,40.0,35,1,0,1,0,2,0770,0,11,1,00590,00500,1,18,0,1,1
31913,54.0,25,1,0,1,1101,2,1090,030,01,5,00400,00400,1,21,2,1,1
32881,14.0,32,1,0,1,1902,2,4890,020,01,5,00590,00500,1,23,2,2,4
32995,40.0,36,1,0,1,0,2,3370,040,01,1,00400,00400,1,16,0,1,1
34012,25.0,57,2,0,1,0,2,0670,002,01,1,00200,00200,1,14,0,1,1
34012,25.0,52,1,0,1,0,2,4970,020,01,1,00200,00200,1,16,0,2,1
34012,25.0,22,1,0,3,0,2,0770,0,0,5,0,00200,1,16,0,1,4
34132,90.0,59,1,0,1,6203,2,3960,010,01,1,00300,00300,1,21,2,2,1
37563,45.0,42,1,0,1,0,2,4370,010,01,1,00100,00100,1,18,0,1,1
38195,50.0,40,1,0,1,0,2,7590,015,01,3,00300,00300,1,16,0,2,1
38549,80.0,48,1,0,1,2304,2,7860,010,01,1,00100,00100,1,23,2,1,3
38549,38.0,47,1,0,1,2300,2,7860,020,01,1,00100,00100,1,21,2,2,4
39346,15.0,24,1,0,1,0,2,4970,015,01,5,00590,00600,1,16,0,1,1
39783,40.0,33,1,0,1,5301,2,7390,005,01,1,00400,00400,1,21,2,2,1
39783,40.0,34,1,0,1,0,2,0180,040,01,1,00400,00400,1,19,0,1,1
40042,15.6,77,1,0,1,0,2,4870,020,01,1,00590,00500,1,17,0,1,1
40042,14.3,75,1,0,1,0,2,4870,010,01,1,00590,00500,1,16,0,2,1
42260,30.0,63,1,0,1,6107,2,8190,040,01,1,00400,00400,1,21,1,2,1
42501,22.8,59,1,0,1,0,2,4880,030,01,3,00200,00200,9,17,0,2,1
42597,36.0,41,1,0,1,0,2,0170,005,01,5,00400,00400,1,16,0,1,1
43344,48.0,60,7,0,1,0,2,0770,0,11,1,00400,00400,1,16,0,1,1
43344,11.4,59,1,0,1,0,2,8680,015,01,1,00400,00400,1,18,0,2,3
43527,58.0,52,1,0,1,6200,2,8660,005,01,1,00300,00200,1,21,2,1,1
44306,70.0,44,1,0,1,0,2,1070,017,01,1,00590,00500,1,19,0,1,1
44306,35.0,40,1,0,1,0,2,6990,004,01,1,00590,00500,1,16,0,2,1
44306,24.0,21,1,0,1,0,2,4970,004,01,5,00590,00500,1,19,0,1,1
44554,30.0,32,1,0,1,3700,2,2370,005,01,1,00400,00400,1,21,2,1,1
44554,36.0,30,4,0,1,5301,2,9480,025,01,1,00400,00400,1,21,2,2,1
44737,42.0,56,4,0,1,5507,2,9480,005,01,1,00200,00200,1,21,2,2,1
44737,12.0,25,4,0,1,3301,1,9570,010,10,5,00200,00200,1,23,2,2,3
45269,52.0,61,1,0,1,0,2,3080,025,01,1,00400,00400,1,18,0,1,1
45269,34.8,60,3,0,1,2304,2,7860,015,01,1,00400,00400,1,21,2,2,1
47323,30.0,68,1,0,1,0,2,4690,010,01,5,00590,00500,1,16,0,1,1
47893,32.0,42,1,0,1,0,2,0770,005,01,5,00590,00600,1,16,0,1,1
47931,27.0,30,1,0,1,0,2,8190,020,01,1,00590,00600,1,20,0,2,1
47931,95.0,31,3,0,1,0,2,9370,025,01,1,00590,00600,1,20,0,1,1
48144,52.0,45,1,0,1,0,2,3370,005,01,1,00590,00500,1,19,0,1,1
48144,48.0,44,1,0,1,0,2,6990,0,11,1,00590,00500,1,20,0,2,1
49363,36.0,37,4,0,1,0,2,9470,025,01,1,00100,00100,1,20,0,1,1
51849,21.0,18,1,0,6,0,2,0770,0,0,5,0,00100,1,16,0,1,1
51921,16.0,59,3,0,2,0,2,7860,0,0,1,0,00500,1,18,0,2,4
52000,32.3,51,1,0,1,0,2,7970,002,01,1,00300,00300,1,20,0,2,1
52537,30.0,49,2,0,1,2304,2,7860,018,01,1,00100,00100,1,21,2,2,1
52537,28.6,49,1,0,1,0,1,0770,060,01,1,00100,00100,1,19,0,1,1
53340,55.0,64,7,0,1,0,2,7070,015,01,1,00100,00100,1,18,0,1,1
53340,24.0,61,7,0,1,2304,2,7070,015,01,1,00100,00100,1,21,2,2,1
